Work_accident,left,Department,Cluster
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
1.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
1.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
1.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.19278828989646557,2
1.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
1.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
1.0,1.0,1.0,2
0.0,1.0,1.0,2
1.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
1.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
1.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
1.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
1.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
1.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
1.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.08461263834344876,2
1.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.494109246697608,2
1.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.09210996072831132,2
1.0,1.0,0.09210996072831132,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
1.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
1.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
1.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
1.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
1.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
1.0,1.0,0.494109246697608,2
1.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
1.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.09210996072831132,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
1.0,1.0,0.06604784005712244,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
1.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
1.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.08925383791503036,2
0.0,1.0,0.19278828989646557,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.0,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,0.08461263834344876,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
0.0,1.0,1.0,2
1.0,1.0,1.0,2
1.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.06604784005712244,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.05890753302392002,2
0.0,1.0,0.644055694394859,2
1.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.644055694394859,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
1.0,1.0,0.494109246697608,2
1.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.494109246697608,2
0.0,1.0,0.644055694394859,2
